N,L,r,steps,threads,gridSize,machine,wall-clock-time,task-clock,context-switches,cycles,instructions,branches,branch-misses
2000,20000.0,1.0,1000,12,2,XeS4114,34.553288851,413449.445721,514,908117863621,1042719772439,72570115168,23727177
2000,20000.0,1.0,1000,20,2,XeS4114,239.005929655,4521873.257705,36692,11099105868762,1518112198885,208042837301,44221324
2000,20000.0,1.0,1000,19,32,XeS4114,23.484658231,438627.555525,1668,992087684135,755293951920,71244124312,3303953493
2000,20000.0,1.0,1000,4,4,XeS4114,75.038304653,299914.640617,731,688039550898,926006539674,70570062542,1952392517
2000,20000.0,1.0,1000,7,32,XeS4114,31.605154802,220797.782504,157,505420225160,742567596809,67628437761,3301290345
2000,20000.0,1.0,1000,21,32,XeS4114,18.8126159,329882.654413,301057,723086509754,744404585379,67990981854,3319837415
2000,20000.0,1.0,1000,32,8,XeS4114,21.731397295,380435.027369,489188,833705926368,825978263048,69543944320,3481207034
2000,20000.0,1.0,1000,6,64,XeS4114,35.394261948,212012.603642,74,485982000196,729100573531,67399152830,3133529128
2000,20000.0,1.0,1000,9,32,XeS4114,25.722318534,230933.278321,87,506739368906,742656904196,67652425592,3298052976
2000,20000.0,1.0,1000,6,1,XeS4114,58.88520953,352949.010562,124,809062074638,1042360170558,72472973657,24348111
2000,20000.0,1.0,1000,16,64,XeS4114,19.453800741,310119.986496,904,680577555020,729814423588,67592418902,3116429296
2000,20000.0,1.0,1000,40,8,XeS4114,22.034513744,383795.980911,629602,840822761198,826853947346,69727447816,3488222048
2000,20000.0,1.0,1000,32,2,XeS4114,26.162358265,460249.685456,488397,1008863328430,1045417255649,73094616841,44770662
2000,20000.0,1.0,1000,16,4,XeS4114,25.478019401,406321.440457,1262,891647775485,926782556900,70782392816,1894076035
2000,20000.0,1.0,1000,1,8,XeS4114,207.607589894,207605.087103,54,592854690306,822734733447,68865726580,3445017763
2000,20000.0,1.0,1000,2,2,XeS4114,150.539733426,300982.673528,954,804446728794,1042205188864,72428642498,24619940
2000,20000.0,1.0,1000,7,16,XeS4114,33.704849574,235517.609002,79,538896500565,769003909065,68056578346,3506355475
2000,20000.0,1.0,1000,32,32,XeS4114,19.053016698,332230.394855,488032,727945149872,745582707299,68238012366,3330362637
2000,20000.0,1.0,1000,9,4,XeS4114,35.169823738,315978.841292,559,693419589336,926198296893,70624442906,1960508547
