N,L,r,steps,threads,gridSize,machine,wall-clock-time,task-clock,context-switches,cycles,instructions,branches,branch-misses
2000,20000.0,1.0,1000,7,32,XeS4114,32.118986361,224377.474117,118,514674895327,742566617218,67627850120,3312978890
2000,20000.0,1.0,1000,7,4,XeS4114,43.609003037,304824.100225,164,699239905168,926111108305,70600820641,1976796985
2000,20000.0,1.0,1000,7,64,XeS4114,31.12847598,217487.230152,162,498631327342,729144540202,67410834175,3150739437
2000,20000.0,1.0,1000,7,8,XeS4114,37.828292315,264360.351513,144,606117419176,822944747544,68930668074,3461042909
2000,20000.0,1.0,1000,8,1,XeS4114,45.304061731,361932.053244,173,828360734882,1042444582818,72496415563,24608197
2000,20000.0,1.0,1000,8,16,XeS4114,29.58530378,236191.783196,163,539670197945,769041114319,68066950832,3508695725
2000,20000.0,1.0,1000,8,2,XeS4114,45.133030443,360572.667071,163,824751520630,1042441126537,72495514880,24469809
2000,20000.0,1.0,1000,8,4,XeS4114,38.566829503,307989.971746,109,703757081549,926157909563,70613377848,1985274109
2000,20000.0,1.0,1000,8,8,XeS4114,32.870870462,262474.998571,154,600707442065,822978044539,68940306291,3453857126
2000,20000.0,1.0,1000,9,2,XeS4114,41.274683316,370908.302102,182,813970974369,1042489574624,72508185262,24388247
2000,20000.0,1.0,1000,9,8,XeS4114,30.50115761,273941.580245,145,601145447849,823028004297,68953495768,3452043246
2000,20000.0,1.0,1000,8,32,XeS4114,27.8802418,222550.777899,121,508608907544,742601539865,67638040531,3316305617
2000,20000.0,1.0,1000,8,64,XeS4114,26.780366945,213749.495372,148,490015820210,729178228912,67421129136,3138546285
2000,20000.0,1.0,1000,9,1,XeS4114,41.298790938,371097.816451,206,814360008280,1042485302439,72507234905,24655957
2000,20000.0,1.0,1000,9,16,XeS4114,27.441205235,246374.011925,90,540632029453,769085514099,68078840856,3511423201
2000,20000.0,1.0,1000,9,32,XeS4114,25.841498136,231987.613481,297,509047749478,742649023975,67650629151,3303619661
2000,20000.0,1.0,1000,9,4,XeS4114,35.16566444,315954.734026,145,693371343872,926200128403,70624287803,1957946379
2000,20000.0,1.0,1000,9,64,XeS4114,24.956250106,224051.764277,163,491653682752,729228372397,67433911748,3139024811
