N,L,r,steps,threads,gridSize,machine,wall-clock-time,task-clock,context-switches,cycles,instructions,branches,branch-misses
2000,20000.0,1.0,1000,20,32,XeS4114,16.942368173,337395.655619,421,741058632145,743497700001,67882523970,3306497726
2000,20000.0,1.0,1000,20,4,XeS4114,21.278762239,424313.880576,603,931663344302,927055325185,70858560978,1881531529
2000,20000.0,1.0,1000,20,64,XeS4114,16.366239528,326152.351138,409,715655546620,729839587691,67598674976,3113052851
2000,20000.0,1.0,1000,20,8,XeS4114,19.344302068,385633.669895,506,846694774538,823850745306,69177321716,3463080780
2000,20000.0,1.0,1000,21,1,XeS4114,23.516370142,457138.365977,287980,1002379212791,1044138807392,72825962960,35878819
2000,20000.0,1.0,1000,21,16,XeS4114,18.117831324,349123.283227,288741,765202226113,770757777953,68401081335,3565709529
2000,20000.0,1.0,1000,21,2,XeS4114,23.517194594,457067.571162,288217,1002137488286,1044142244455,72827588905,35887312
2000,20000.0,1.0,1000,21,32,XeS4114,17.166069395,330131.133897,288308,723598747124,744313704702,67971367187,3318218141
2000,20000.0,1.0,1000,21,4,XeS4114,21.489363383,416493.69155,288593,913116032431,927864899677,70945440216,1895221009
2000,20000.0,1.0,1000,21,64,XeS4114,16.661552473,320103.765596,287957,701530135388,730883708674,67752924594,3128177476
2000,20000.0,1.0,1000,21,8,XeS4114,19.58707252,378488.067067,288497,829656556082,824699544793,69275389822,3476566701
2000,20000.0,1.0,1000,24,1,XeS4114,23.64800331,457586.922944,341245,1003213185668,1044496332913,72900563186,38515809
2000,20000.0,1.0,1000,24,16,XeS4114,18.202389628,349347.267044,340991,765671217420,771107536460,68474265594,3568292490
2000,20000.0,1.0,1000,24,2,XeS4114,23.649534791,457605.371499,342091,1003276036074,1044503164823,72901940192,38587785
2000,20000.0,1.0,1000,24,32,XeS4114,17.290055724,330834.364522,341185,725095770147,744667480540,68045322503,3322375196
2000,20000.0,1.0,1000,24,4,XeS4114,21.622655225,417146.021319,341829,914430818743,928220187367,71019690504,1897431280
2000,20000.0,1.0,1000,24,64,XeS4114,16.766415048,320564.698642,340589,702548974061,731240699087,67828376370,3130183588
2000,20000.0,1.0,1000,24,8,XeS4114,19.71574515,379226.355697,341249,831249141476,825052229395,69349213105,3479212994
2000,20000.0,1.0,1000,28,1,XeS4114,23.832795745,458491.359893,405990,1005192093741,1044909355324,72987832627,41396738
2000,20000.0,1.0,1000,28,16,XeS4114,18.337187277,350138.529992,405877,767296690406,771512612662,68559364074,3572941205
2000,20000.0,1.0,1000,28,2,XeS4114,23.823140665,458467.091811,405299,1005068594784,1044899602527,72985310835,41650169
2000,20000.0,1.0,1000,28,32,XeS4114,17.401817621,331689.916836,404956,726851213335,745069002750,68129658522,3324516063
2000,20000.0,1.0,1000,28,4,XeS4114,21.785353675,418100.723583,406861,916495266275,928627834063,71105187747,1900682051
2000,20000.0,1.0,1000,28,64,XeS4114,16.807642299,321322.768051,392901,704070895763,731586058418,67900282347,3129915368
2000,20000.0,1.0,1000,28,8,XeS4114,19.943649223,381617.019226,406411,836392779016,825461959964,69435151808,3481030380
2000,20000.0,1.0,1000,32,1,XeS4114,23.972197003,459407.862753,479571,1006974733971,1045351703555,73079525537,44450639
2000,20000.0,1.0,1000,32,16,XeS4114,18.466321672,351108.117408,479778,769272633322,771963165903,68653343371,3573552879
2000,20000.0,1.0,1000,32,2,XeS4114,23.973647867,459449.973649,479808,1007062005787,1045359287413,73080880460,44623931
2000,20000.0,1.0,1000,32,32,XeS4114,17.519852069,332683.246441,478323,728795383882,745518217354,68224203878,3327718312
2000,20000.0,1.0,1000,32,64,XeS4114,16.931208201,322239.700239,464989,705980645497,732028153432,67993425537,3132990273
2000,20000.0,1.0,1000,32,8,XeS4114,19.975570923,380818.562551,479920,834567380377,825906650993,69528046910,3484335306
2000,20000.0,1.0,1000,4,1,XeS4114,75.71363861,302629.444608,84,807591559086,1042247704969,72444395925,24155892
2000,20000.0,1.0,1000,4,16,XeS4114,51.299734071,204971.306782,65,542243138944,768871477767,68020324801,3511471908
2000,20000.0,1.0,1000,4,2,XeS4114,75.797623492,302951.271272,216,807545443459,1042248545599,72444460285,24059094
